(1, 'Running', 'Running1', 1285, 13.22, '01:44:56', '2021-02-16 10:00:00', 'Polar Watch'),
(15, 'Cycling', 'Cycling976', 418, 15.84, '00:28:26', '2021-02-01 10:00:00', 'Asics Shoes'),
(2, 'Cycling', 'Cycling977', 2609, 101.47, '02:57:29', '2021-01-18 13:00:00', 'Nike Shoes'),
(6, 'Hiking', 'Hiking978', 9946, 102.24, '22:33:18', '2021-04-06 15:00:00', 'NULL'),
(1, 'Cycling', 'Cycling979', 8779, 179.64, '09:57:15', '2021-01-03 14:00:00', 'Polar Watch'),
(14, 'Cycling', 'Cycling980', 2959, 118.08, '03:21:20', '2021-01-08 11:00:00', 'AppleWatch'),
(15, 'Running', 'Running981', 3348, 41.9, '04:33:21', '2021-04-07 15:00:00', 'Nike Shoes'),
(14, 'Cycling', 'Cycling982', 6299, 174.79, '07:08:31', '2021-03-24 11:00:00', 'Nike Shoes'),
(5, 'Running', 'Running983', 699, 13.68, '00:57:06', '2021-05-10 12:00:00', 'AppleWatch'),
(1, 'Hiking', 'Hiking984', 4115, 33.59, '09:19:53', '2021-02-09 14:00:00', 'Polar Watch'),
(6, 'Running', 'Running985', 1228, 22.35, '01:40:18', '2021-05-23 12:00:00', 'Asics Shoes'),
(11, 'Running', 'Running986', 2743, 51.19, '03:43:58', '2021-02-01 13:00:00', 'Asics Shoes'),
(7, 'Hiking', 'Hiking987', 8335, 85.04, '18:54:04', '2021-02-08 10:00:00', 'Nike Shoes'),
(7, 'Running', 'Running988', 513, 5.55, '00:41:53', '2021-04-05 11:00:00', 'Asics Shoes'),
(11, 'Running', 'Running989', 117, 2.35, '00:09:34', '2021-04-24 14:00:00', 'Polar Watch'),
(14, 'Cycling', 'Cycling990', 1453, 38.81, '01:38:53', '2021-05-16 12:00:00', 'Nike Shoes'),
(13, 'Running', 'Running991', 275, 5.04, '00:22:30', '2021-02-27 10:00:00', 'AppleWatch'),
(11, 'Hiking', 'Hiking992', 5079, 43.52, '11:31:06', '2021-04-25 15:00:00', 'Nike Shoes'),
(7, 'Cycling', 'Cycling993', 4461, 64.28, '05:03:28', '2021-04-11 13:00:00', 'AppleWatch'),
(4, 'Running', 'Running994', 2940, 25.57, '04:00:04', '2021-03-27 11:00:00', 'Asics Shoes'),
(8, 'Cycling', 'Cycling995', 889, 26.83, '01:00:31', '2021-02-15 14:00:00', 'AppleWatch'),
(8, 'Hiking', 'Hiking996', 9272, 66.76, '21:01:35', '2021-02-25 15:00:00', 'NULL'),
(3, 'Cycling', 'Cycling997', 3438, 75.97, '03:53:55', '2021-05-23 13:00:00', 'Polar Watch'),
(1, 'Cycling', 'Cycling998', 2261, 93.25, '02:33:52', '2021-04-18 14:00:00', 'NULL'),
(1, 'Running', 'Running999', 132, 1.33, '00:10:47', '2021-02-05 12:00:00', 'Asics Shoes'),
(6, 'Running', 'Running1000', 536, 8.32, '00:43:48', '2021-01-19 15:00:00', 'Asics Shoes');
